cid	size	cluster
Living_conditions	1	live.v
Success_or_failure	32	success.n,miss.v,hit.n,failing.n,hit.v,go under.v,ride out.v,pull off.v,failure.n,close its doors.v,fail.v,survive.v,bullseye.n,collapse.v,survival.n,succeed.v,fail.v,miss.v,fold.v,get there.v,close down.v,successful.a,weather.v,hole in one.n,flop.v,unsuccessful.a,go bust.v,founder.v,wide.adv,live [through].v,ace.v,manage.v
Impact	41	slam.v,thump.v,tinkle.v,glancing.a,plunk.v,clash.v,clatter.v,click.v,run.v,crunch.v,hiss.v,crash.n,bang.v,slap.v,bump.v,knock.v,crash.v,impact.v,rattle.v,collision.n,touch.v,impact.n,strike.v,plash.v,smack.v,smash.v,brush.v,graze.v,impinge.v,clunk.v,hit.n,clink.v,plop.v,patter.v,thud.v,hit.v,clang.v,collide.v,chatter.v,plow.v,rap.v
Artistic_style	4	order.n,style.n,look.n,sound.n
Scope	1	scope.n
Remembering_experience	6	recall.v,forget.v,remember.v,memory.n,reminisce.v,look back.v
Gizmo	20	instrument.n,appliance.n,machine.n,contraption.n,gadget.n,system.n,player.n,utensil.n,tool.n,apparatus.n,implement.n,range.n,centrifuge.n,equipment.n,device.n,gear.n,level.n,core.n,mechanical.a,technology.n
Timespan	4	life.n,day.n,window.n,time.n
Body_movement	63	curtsy.n,kneel.v,wink.n,toss.v,fling.v,twitch.v,jiggle.v,bend.v,open.v,bob.v,nod.v,purse.v,twiddle.v,jerk.v,writhe.v,crumple.v,wriggle.v,stamp.v,twist.v,crane.v,cross.v,wag.v,waggle.v,bat.v,close.v,flap.v,move.v,shrug.v,smack.v,crease.v,shut.v,grind.v,cock.v,wave.v,wiggle.v,duck.v,curtsy.v,roll.v,shuffle.v,shudder.v,fidget.v,flex.v,stretch.v,clap.v,gnash.v,arch.v,scrunch.v,hang.v,blink.v,wink.v,reach.v,shake.v,wrinkle.v,drop.v,lift.v,pucker.v,swing.v,shiver.v,pout.v,throw.v,yawn.v,flutter.v,crinkle.v
See_through	1	see (through).v
Intentional_traversing	4	climb.v,cut.v,ford.v,ascend.v
Besieging	8	beleaguer.v,investment.n,siege.n,siege.v,besiegement.n,invest.v,besiege.v,encirclement.n
Use_firearm	4	fire.v,shot.n,shoot.v,discharge.v
Building_subparts	80	cellar.n,closet.n,ward.n,porch.n,corridor.n,bathroom.n,sitting room.n,flat.n,belfry.n,TV room.n,parlor.n,room.n,nursery.n,sacristy.n,playroom.n,attic.n,utility room.n,cell.n,larder.n,wing.n,foyer.n,loft.n,family room.n,dressing room.n,rest room.n,chapel.n,lavatory.n,laundry.n,elevator.n,solarium.n,basement.n,kitchenette.n,lift.n,boudoir.n,living room.n,altar.n,catacomb.n,laundry room.n,tower.n,refectory.n,ballroom.n,cloakroom.n,master bedroom.n,repository.n,den.n,bedroom.n,wine cellar.n,salon.n,chancellery.n,veranda.n,rumpus room.n,study.n,workroom.n,atelier.n,vestibule.n,anteroom.n,scullery.n,apartment.n,antechamber.n,studio.n,dining room.n,banquet room.n,buttery.n,ben.n,guest room.n,level.n,floor.n,deck.n,chamber.n,lobby.n,kitchen.n,powder room.n,workshop.n,storeroom.n,office.n,hallway.n,checkroom.n,stoop.n,pantry.n,garret.n
Exchange	8	change.v,exchange.v,trade.n,switch.v,swap.v,exchange.n,trade.v,swap.n
Foreign_or_domestic_country	5	domestic.a,home.n,homeland.n,international.a,foreign.a
Invading	4	invasion.n,overrun.v,invader.n,invade.v
Domain	10	emotionally.adv,in terms.idio,culturally.adv,geographically.adv,legally.adv,financially.adv,socially.adv,economically.adv,historically.adv,psychologically.adv
Being_dry	5	desiccated.a,waterless.a,dry.a,parched.a,dehydrated.a
Isolated_places	15	backcountry.n,off the beaten path.adv,boondocks.n,Podunk.n,middle of nowhere.n,fly-over country.n,backwoods.n,Bumblefuck.n,out-of-the-way.a,back of beyond.n,godforsaken.a,outback.n,the sticks.n,boonies.n,backwater.n
Choosing	9	pick.v,opt.v,selection.n,elect.v,settle on.v,select.v,pick.n,choose.v,choice.n
Expansion	16	expand.v,inflate.v,spread.v,expansion.n,dilate.v,lengthen.v,explosive.a,grow.v,stretch.v,enlarge.v,contraction.n,extension.n,shrink.v,swell.v,enlargement.n,contract.v
Relating_concepts	5	link.v,tie.v,relate.v,associate.v,connect.v
Name_conferral	8	dub.v,nickname.v,rename.v,entitle.v,christen.v,call.v,name.v,baptize.v
Set_of_interrelated_entities	4	system.n,system.n,complex.n,cascade.n
Hiring	12	contract.v,retain.v,give job.idio,commission.n,subcontract.v,sign on.v,sign up.v,take on.v,hire.n,sign.v,hire.v,commission.v
Biological_classification	9	species.n,variety.n,genus.n,phylum.n,family.n,domain.n,kingdom.n,order.n,class.n
Optical_image	3	shadow.n,image.n,silhouette.n
Assessing	14	reappraise.v,judge.v,rank.v,assess.v,evaluation.n,grade.v,appraise.v,reappraisal.n,value.v,evaluate.v,weigh.v,appraisal.n,assessment.n,rate.v
Health_response	6	allergic.a,allergy.n,susceptible.a,susceptibility.n,sensitive.a,sensitivity.n
Cause_to_perceive	135	bring to attention.v,show.v,represent.v,indicate.v,say.v,contact.n,password.n,communication [act].n,reassurance.n,convey.v,codeword.n,point.v,demonstrate.v,share.v,communicate.v,speech.n,reassure.v,present.v,communication [entity].n,exhibit.v,depict.v,signal.v,present[medical].v,burble.v,boil down.v,shrill.v,answer.n,chirp.v,snarl.v,rejoinder.n,grunt.v,yell.v,synopsis.n,drone.v,gurgle.v,squeak.v,shriek.v,gesture.v,splutter.v,sum up.v,trumpet.v,whine.v,nod.v,hiss.v,hoot.v,reply.v,reaction.n,summarize.v,cluck.v,thunder.v,bluster.v,bleat.v,howl.v,moan.v,signal.n,come back.v,bellow.v,wheeze.v,answer.v,warble.v,babble.v,acknowledge.v,whoop.v,coo.v,murmur.v,chirrup.v,purr.v,yelp.v,chant.v,chatter.v,scream.v,drawl.v,screech.v,gabble.v,bark.v,rumble.v,mumble.v,bawl.v,wail.v,signal.v,gibber.v,rap.v,jabber.v,rejoin.v,titter.v,lisp.v,mouth.v,mutter.v,natter.v,retort.n,croak.v,prattle.v,rant.v,rasp.v,rave.v,shout.v,comeback.n,outline.v,simper.v,sing.v,retort.v,slur.v,cackle.v,stammer.v,motion.v,stutter.v,respond.v,croon.v,whisper.v,whimper.v,wave.v,blabber.v,roar.v,response.n,snort.v,twitter.v,reply.n,bray.v,gasp.v,trill.v,chuckle.v,groan.v,rattle.v,counter.v,sputter.v,babble.n,squeal.v,beckon.v,gesticulate.v,squawk.v,grate.v,growl.v,riposte.n,cry.v,crow.v
Social_connection	10	close.a,intimate.a,link.n,tie.n,linked.a,connection.n,bond.n,intimate [setting].a,connected.a,closeness.n
Corroding_caused	4	corrode.v,oxidize.v,rust.v,tarnish.v
Sign	38	sign.n,foreshadowing.n,portent.n,foretell.v,indicative.a,promise.n,wake.n,harbinger.n,threaten.v,symptom.n,augur.v,foreshadow.v,indication.n,ominous.a,contrail.n,announce.v,symptomatic.a,promise.v,indicate.v,track.n,signify.v,prefigure.v,herald.v,trace.n,presage.n,presage.v,vestige.n,betoken.v,trail.n,bode.v,mark.v,omen.n,promising.a,usher in.v,forebode.v,portend.v,foretoken.n,foretoken.v
Justifying	6	account.v,explain.v,rationalize.v,justification.n,defend.v,justify.v
Cause_to_burn	0	
Explaining_the_facts	3	account.v,explain.v,explanation.n
Weather	14	fair.a,weather.n,lowering sky.n,climate.n,sunshine.n,storm.v,stormy.a,snowstorm.n,thunderstorm.n,storm.n,blizzard.n,hailstorm.n,rainstorm.n,snowy.a
Setting_fire	12	ignite.v,set on fire.v,catch on fire.v,light.v,torch.v,spark.v,set fire.v,backfire.n,set ablaze.idio,set alight.idio,start.v,kindle.v
Hunting_scenario	0	
Want_suspect	1	wanted.a
Repel	2	resist.v,repel.v
Fragmentation_scenario	0	
Suitability	17	suitability.n,unsuitability.n,suitable.a,correct.a,unsuitable.a,suited.a,appropriate.a,proper.a,fit.v,become.v,suit.v,right.a,inappropriate.a,fitting.a,fit.a,unsuitableness.n,suitableness.n
Practice	12	rehearsal.n,mock.a,practice.n,rehearse.v,rehearsal [mass].n,run-through.n,run (through).v,dry run.n,practice [mass].n,drill.n,practice.v,exercise.n
Time_vector	32	yet.adv,afterward.adv,post.prep,sooner rather than later.adv,afterwards.adv,before.prep,right away.adv,then.a,after.prep,hence.prep,from.prep,later.adv,ago.idio,former.a,pre.prep,since.adv,formerly.adv,following.prep,until.prep,thereafter.adv,ante.prep,previous.a,through.prep,down the road.adv,already.adv,since.prep,beforehand.adv,finally.adv,eventually.adv,previously.adv,in time.adv,prior.adv
Assemble	3	meet.v,convene.v,assemble.v
Rank	5	order.n,level.n,rank.n,baseline.n,degree.n
Request	29	plea.n,request.v,invite.v,beseech.v,urge.v,call.v,instruct.v,order.n,order.v,summon.v,order.v,demand.n,entreat.v,command.n,plead.v,demand.v,appeal.n,order.n,implore.v,entreaty.n,beg.v,command.v,order [physical object].n,call.n,ask.v,request.n,petition.n,tell.v,invitation.n
Surrounding	9	astride.prep,surround.v,rim.v,straddle.v,edge.v,surrounding.a,straddling.a,around.prep,ring.v
Post_transfer	0	
Predicament	12	trouble.n,scrape.n,problem.n,mess.n,predicament.n,plight.n,pinch.n,misfortune.n,pickle.n,jam.n,bind.n,fix.n
Visit_host_arrival	0	
Assistance	17	assist.v,helpful.a,help.v,aid [act].n,help out.v,aid [entity].n,buttress.v,support.v,abet.v,aid.v,serve.v,assistance.n,cater.v,help.n,succor.v,aid and abet.v,bolster.v
Theft	46	pickpocket.n,shoplifting.n,shoplifter.n,embezzler.n,larceny.n,misappropriate.v,stealing.n,purloin.v,bag.v,thieving.a,pilfering.n,rustle.v,stealer.n,misappropriation.n,pilfer.v,cutpurse.n,embezzlement.n,stolen.a,pinch.v,light-fingered.a,steal.v,swipe.v,heist.n,snatch.v,nick.v,embezzle.v,snatcher.n,abstract.v,thieve.v,thief.n,pilferage.n,lift.v,flog.v,abscond (with).v,snitch.v,pickpocket.v,make off (with).v,filch.v,thieving.n,shoplift.v,peculation.n,theft.n,cop.v,abstraction.n,snatch.n,pilferer.n
Sole_instance	5	one and only.a,sole.a,lone.a,single.a,only.a
Translating	2	translation.n,translate.v
Take_place_of	7	replacement.n,do duty.v,take place.v,substitute.v,replace.v,succeed.v,succession.n
Obscurity	4	recondite.a,obscure.a,little known.a,unsung.a
Cause_to_make_progress	8	mature.v,perfect.v,develop.v,gains.n,improve.v,advance.v,improved.a,modernization.n
Agree_or_refuse_to_act	4	refuse.v,agree.v,refusal.n,decline.v
Discussion	43	squabble.v,negotiate.v,row.n,row.v,consultation.n,quarrel.n,debate.v,talk.n,quibble.v,debate.n,bickering.n,disagreement.n,discussion.n,communication.n,quarrel.v,discuss.v,communicate.v,conference.n,disputation.n,argue.v,dialog.n,fight.n,parley.v,talk (to).v,wrangle.v,argument.n,talk over.v,altercation.n,wrangling.n,parley.n,confer.v,bicker.v,wrangle.n,dispute.n,fight.v,exchange.n,meeting.n,spat.n,squabble.n,interlocutor.n,tiff.n,negotiation.n,discussant.n
Active_substance	6	agent.n,causative agent.n,irritant.n,incapacitant.n,bioactive.a,active.a
Going_back_on_a_commitment	3	go back.v,back out.v,renege.v
Getting_vehicle_underway	6	weigh anchor.v,launch.v,cast off.v,pull (out).v,lift (off).v,take (off).v
Reasoning	11	reason.v,prove.v,reasoning.n,show.v,demonstration.n,argument.n,polemic.n,demonstrate.v,argue.v,disprove.v,case.n
Containment_scenario	0	
Needing	3	need.v,need.n,require.v
Satisfying	40	lawless.a,adhere.v,contrary.a,rise to the occasion.v,contravene.v,conformity.n,keep.v,honor.v,meet.v,violation.n,break.v,abide (by).v,fulfill.v,breach.v,observance.n,obedient.a,observant.a,play by the rules.v,compliance.n,circumvent.v,satisfy.v,(in/out of) line.n,rise.v,noncompliance.n,follow.v,disobey.v,adherence.n,in accordance.a,by-pass.v,violate.v,observe.v,contravention.n,comply.v,flout.v,breach.n,conform.v,obey.v,compliant.a,transgress.v,transgression.n
Encoding	13	cast.v,express.v,phrasing.n,expression.n,phrase.v,formulation.n,couch.v,wording.n,frame.v,put.v,formulate.v,misword.v,word.v
Wholes_and_parts	0	
Receive_visitor_scenario	0	
Statement	160	announce.v,talk.v,hazard.v,add.v,admit.v,advise.v,pout.v,let slip.v,announcement.n,say.v,profess.v,come forward.v,leak.v,assurance.n,statement.n,confession.n,recount.v,come clean.v,report.v,confide.v,pronouncement.n,observe.v,confess.v,complain.v,deny.v,proposition.n,expose.v,assure.v,propose.v,divulgence.n,assert.v,proposal.n,spill beans.v,notify.v,tip (someone's) hand.idio,warning.n,caution.v,allegation.n,warn.v,allow.v,forewarn.v,remark.n,disclosure.n,grumble.v,alert.n,apprise.v,challenge.v,promulgation.n,grievance.n,admission.n,tell.v,fess up.v,gripe.n,write.v,reveal.v,relate.v,disclose.v,notification.n,smirk.v,revelation.n,belly-ache.v,note.v,whine.v,piss and moan.v,allege.v,be like.v,divulge.v,moan.v,comment.v,lament.v,brief.v,inform.v,address.v,confide.v,reiterate.v,attest.v,venture.v,aver.v,preach.v,state.v,avowal.n,remark.v,bitch.v,reaffirm.v,grousing.n,claim.n,acknowledgment.n,speak.v,gripe.v,suggest.v,acknowledge.v,whinge.v,message.n,comment.n,explanation.n,insistence.n,concession.n,report.n,grouse.v,confirm.v,let know.v,refute.v,affirm.v,detail.v,tell.v,proclamation.n,describe.v,pronounce.v,claim.v,proclaim.v,let on.v,complaint.n,assertion.n,caution.n,concede.v,avow.v,mention.n,reaffirm.v,forecast.v,exclaim.v,prognosticate.v,confirm.v,document.v,motivate.v,dissuade.v,denial.n,persuade.v,chronicle.v,sway.v,prophesy.v,attest.v,register.v,prediction.n,affirmation.n,incite.v,read.v,read out.v,refute.v,confirmation.n,contention.n,conjecture.n,foretell.v,gloat.v,denial.n,exclamation.n,soothsay.v,convince.v,contend.v,predict.v,insist.v,conjecture.v,record.v,vaticinate.v,declaration.n,mention.v,prophecy.n,maintain.v,claim.v,declare.v,explain.v
Verification	11	verify.v,certify.v,unidentified.a,confirm.v,substantiate.v,unconfirmed.a,verifiable.a,make sure.v,verification.n,confirmation.n,identify.v
Body_decoration	11	mascara.n,eyeshadow.n,kohl.n,eyeliner.n,rouge.n,make-up.n,concealer.n,tattoo.n,lipstick.n,foundation.n,blusher.n
Becoming_a_member	5	enroll.v,sign up.v,enlist.v,join.v,enter.v
Addiction	10	habit.n,hooked.a,compulsive.a,alcoholic.n,junkie.n,alcoholism.n,fiend.n,addiction.n,addicted.a,addict.n
Breathing	20	breath.n,puff.v,exhale.v,inhalation.n,inhale.v,suspire.v,exhalation.n,sigh.n,exhalation [act].n,sigh.v,insufflate.v,inhalation [breath].n,gasp.v,inspire.v,pant.v,expire.v,huff.v,breathe.v,respire.v,blow.v
Morality_evaluation	39	low.a,foul.a,sinful.a,corrupt.a,vile.a,reprobate.a,upstanding.a,wicked.a,iniquitous.a,right.a,heinous.a,dishonorable.a,unethical.a,villainous.a,bad.a,ethical.a,immoral.a,wrong.a,righteous.a,honorable.a,improper.a,low-minded.a,high-minded.a,nefarious.a,moral.a,decent.a,depravity.n,stand-up.a,unscrupulous.a,evil.a,good.a,insidious.a,base.a,dark.a,degenerate.a,depraved.a,miscreant.a,virtuous.a,felonious.a
Distinctiveness	11	characteristic.a,trademark.n,distinctive.a,characterize.v,aspect.n,marked.a,signature.a,signature.n,distinct.a,trademark.a,characteristic.n
Rebellion	6	insurgence.n,insurgency.n,rebel.v,insurgent.n,insurge.v,rebel.n
Business_closure	3	close its doors.v,founder.v,close down.v
Cause_to_experience	5	amuse.v,torment.v,terrorize.v,divert.v,entertain.v
Awareness_situation	0	
Text_creation	30	sign.v,type.v,get down.v,write.v,print up.v,say.v,utter.v,print out.v,dash off.v,sign.v,write up.v,pen.v,accede.v,signature.n,jot.v,type up.v,type out.v,type in.v,chronicle.v,write down.v,draft.v,compose.v,list.v,speak.v,print.v,jot down.v,write in.v,signatory.n,write out.v,author.v
Leaving_traces	6	vestige.n,trace.n,wake.n,trail.n,contrail.n,track.n
Creating	149	replica.n,baking.n,tie.v,type up.v,type out.v,originate.v,take [picture].v,pioneer.v,assembly.n,invent.v,construction.n,product.n,print.v,discover.v,piece together.v,fabricate.v,coin.v,manufacturing.n,coinage.n,frying.n,invention.n,discovery.n,manufacture.n,discoverer.n,whip up.v,originator.n,make.v,cooking.n,inventor.n,bake.v,fix.v,pioneer.n,grill.v,pen.v,signature.n,pioneering.a,prepare.v,find.v,grilling.n,invention artifact.n,paint.v,duplication.n,make.v,fashion.v,photocopy.v,production.n,fit together.v,producer.n,replicate.v,make.v,signatory.n,draw.v,duplicate.v,write out.v,accede.v,artist.n,counterfeit.v,cast.v,forge.v,develop.v,fake.v,cook.v,assembly line.n,forgery [act].n,roast.v,sculpt.v,forgery [entity].n,roasting.n,fake.n,fry.v,photocopy.n,create.v,synthesis.n,fabrication.n,erect.v,construction [entity].n,raise.v,make.v,write in.v,manufacturer.n,development.n,type.v,reproduce.v,manufacture.v,industrial.a,sign.v,cook up.v,cook.n,preparation.n,produce.v,type in.v,reduplicate.v,maker.n,put together.v,author.v,glue.v,produce.v,establishment.n,utter.v,weld.v,copy.n,write up.v,jot.v,generate.v,establish.v,clone.v,issue.v,compose.v,generate.v,speak.v,jot down.v,yield.v,assemble.v,issuance.n,get down.v,translation.n,put together.v,write down.v,draft.v,construct.v,production.n,generation.n,translate.v,make.v,form.v,sign.v,write.v,print up.v,print out.v,dash off.v,set up.v,found.v,synthesise.v,list.v,duplicate.n,production.n,copy.v,say.v,concoct.v,formation.n,assemble.v,create.v,chronicle.v,produce.v,creation.n,run off.v,falsify.v,clone.n,build.v
Duplication	21	reproduce.v,forge.v,replica.n,fake.v,forgery [act].n,copy.n,forgery [entity].n,fake.n,photocopy.n,run off.v,reduplicate.v,falsify.v,clone.n,duplication.n,clone.v,duplicate.n,photocopy.v,replicate.v,duplicate.v,copy.v,counterfeit.v
Evidence	31	demonstration.n,argue.v,corroborate.v,illustrate.v,credence [lend].n,indicate.v,point (to).v,proof.n,support.v,tell.v,rule out.v,confirm.v,assure.v,evince.v,prove.v,substantiate.v,disprove.v,testify.v,show.v,demonstrate.v,suggest.v,evidence.v,reveal.v,evidence.n,attest.v,verify.v,imply.v,mean.v,contradict.v,argument.n,from.prep
Hostile_encounter	53	fighting.n,warfare.n,firefight.n,row.n,conflict.n,duel.n,cw.n,fistfight.n,scuffle.n,skirmish.v,scuffle.v,infighting.n,confrontation.n,engagement.n,engage.v,melee.n,battle.n,skirmish.n,standoff.n,free-for-all.n,gunfight.n,donnybrook.n,brawl.v,war.v,clash.n,altercation.n,fray.n,spat.n,stalemate.n,dust-up.n,hostility.n,duel.v,war.n,bout.n,squabble.n,fight.n,confront.v,bw.n,fracas.n,combat.n,struggle.v,strife.n,tussle.n,wrangling.n,tiff.n,clash.v,shootout.n,showdown.n,struggle.n,battle.v,affray.n,fight.v,brawl.n
Individual_history	3	past.n,history.n,history.n
Cutting	9	pare.v,dice.v,slice.v,cube.v,mince.v,carve.v,chop.v,fillet.v,cut.v
Change_of_quantity_of_possession	2	lose.v,gain.v
Killing	82	euthanize.v,murderer.n,dispatch.v,euthanasia.n,silence.v,butchery.n,homicide.n,slaying.n,execute.v,liquidator.n,exterminate.v,terminate.v,execution.n,eliminate.v,pogrom.n,murder.n,regicide.n,guillotine.v,immolation.n,deadly.a,suicide.n,put to death.v,annihilate.v,guillotining.n,lethal.a,liquidation.n,suffocation.n,annihilation.n,extermination.n,genocide.n,garrotte.v,killer.n,assassin.n,lynch.v,do in.v,slaughter.n,take (someone's) life.idio,shooting.n,liquidate.v,murder.v,assassinate.v,killing.n,take out.v,slaughterer.n,executioner.n,asphyxiate.v,matricide.n,firing squad.n,drown.v,destroy.v,suicide.v,blood-bath.n,hangman.n,crucify.v,decapitate.v,crucifixion.n,decapitation.n,slayer.n,kill.v,holocaust.n,slay.v,carnage.n,hanging.n,starve.v,butcher.v,headsman.n,fatality.n,assassination.n,behead.v,hang.v,suffocate.v,patricide.n,smother.v,bloodshed.n,fatal.a,infanticide.n,slaughter.v,beheading.n,massacre.v,smothering.n,fratricide.n,massacre.n
Origin	44	indian.a,jordanian.a,swiss.a,iraqi.a,syrian.a,autochthonous.a,colombian.a,russian.a,irish.a,cuban.a,local.n,american.a,assyrian.a,stranger.n,italian.a,saudi.a,origin.n,byzantine.a,egyptian.a,finnish.a,come from.v,chinese.a,spanish.a,indigenous.a,iranian.a,non-native.a,vietnamese.a,ottoman.a,greek.a,turkish.a,native.a,japanese.a,european.a,canadian.a,national.a,of.prep,french.a,portuguese.a,dutch.a,from.prep,roman.a,jamaican.a,originate.v,date.v
Excreting	22	piss.v,vomit.v,spit up.v,sweat.v,take a piss.v,regurgitate.v,belch.v,defecate.v,fart.v,spew.v,sweat.n,perspire.v,shit.v,throw up.v,void.v,urinate.v,perspiration.n,pee.v,burp.v,evacuate.v,puke.v,retch.v
Ranked_expectation	3	entire.a,mere.a,whole.a
Directional_locative_relation	18	northeast.adv,northwest.adv,north.n,southwest.adv,south.adv,southeast.n,northwest.n,east.n,northeast.n,west.adv,north.adv,southeast.adv,below.prep,east.adv,south.n,above.prep,southwest.n,west.n
Stinginess	12	ungenerous.a,miserliness.n,mean.a,generous.a,niggardliness.n,niggardly.a,miser.n,miserly.a,stingy.a,lavish.v,lavish.a,hoard.v
Sent_items	3	post.n,mail.n,shipment.n
Scarcity	5	scarceness.n,plentifulness.n,scarce.a,plentiful.a,scarcity.n
Confronting_problem	2	face.v,confront.v
Measure_volume	39	box.n,pack.n,truckload.n,cup.n,bagful.n,sackful.n,packet.n,bushel.n,roomful.n,barrel.n,bucketful.n,carload.n,teaspoonful.n,pint.n,can.n,teaspoon.n,case.n,tray.n,trainload.n,gallon.n,tankful.n,spoon.n,scoopful.n,bag.n,boatload.n,bowl.n,tablespoon.n,quart.n,scoop.n,mug.n,litre.n,bottle.n,boxful.n,spoonful.n,platter.n,planeload.n,glass.n,jug.n,busload.n
Memory	7	retain.v,recollect.v,recall.v,memory.n,bethink oneself.v,recollection.n,remember.v
Piracy	8	piracy.n,hijacked.a,carjacking.n,hijacker.n,pirate.v,hijack.v,carjack.v,hijacking.n
Response	77	response.n,answer.n,get even.v,rejoinder.n,reparations.n,fine.v,spank.v,retaliation.n,retaliate.v,punish.v,execute.v,vengeful.a,damages.n,vindictive.a,react.v,reply.v,execution.n,reaction.n,fine.n,guillotine.v,scourge.v,avenger.n,come back.v,disciplinary.a,put to death.v,retributive.a,guillotining.n,get back (at).v,answer.v,retributory.a,acknowledge.v,caning.n,respond.v,reward.n,lash.n,amerce.v,revenger.n,act (on).v,revengeful.a,punishment [act].n,rejoin.v,mulct.v,reward.v,cane.v,executioner.n,retribution.n,firing squad.n,comeback.n,ticket.n,reaction.n,punishment [penalty].n,hangman.n,revenge.v,retort.v,ticket.v,revenge.n,respond.v,recompense.v,hanging.n,response.n,headsman.n,meet.v,penalty.n,avenge.v,reply.n,punitive.a,discipline.v,vengeance.n,flog.v,counter.v,hang.v,sanction.n,payback.n,riposte.n,paddle.v,flogging.n,retort.n
Trust	10	trust.v,faith.n,trustworthy.a,reliability.n,credence.n,gullible.a,trust.n,believe.v,credulous.a,reliable.a
Detaining	7	custody.n,under arrest.a,intern.v,detain.v,at large.a,internment.n,hold.v
Cause_change_of_phase	10	unfreeze.v,thaw.v,solidify.v,flux.v,melt.v,freeze.v,boil.v,evaporate.v,liquefy.v,defrost.v
Burying	1	bury.v
Processing_materials	26	preserve.v,reprocess.v,preservation.n,galvanize.v,spin.v,mummification.n,etch.v,process.v,enrich.v,weaponize.v,embalm.v,development.n,salt.v,weaponization.n,treat.v,enrichment.n,can.v,dry.v,reprocessing.n,cure.v,embalming.n,mummify.v,pickle.v,develop.v,dye.v,stain.v
Make_compromise	3	meet half-way.v,compromise.n,compromise.v
Control	20	control.v,manage.v,management.n,command.v,domination.n,control.v,manipulation.n,determine.v,manipulate.v,dominate.v,dominate.v,domination.n,regulate.v,dominant.a,control.n,regulation.n,command.n,strongman.n,rule.v,control.n
Sociability	12	introverted.a,companionable.a,sociable.a,recluse.n,outgoing.a,shy.a,timid.a,friendly.a,loner.n,affable.a,gregarious.a,extrovert.n
Getting_triggered	2	trigger.v,go off.v
Deception_success	2	deceit.n,deception.n
Residence	33	inhabitant.n,room-mate.n,camp.v,bivouac.v,guest.v,overnight.v,tenant.n,room.v,lodge.v,camped.a,stay over.v,resident.n,dwell.v,stay.v,reside.v,camp.n,occupant.n,stay.v,quarter.v,squatter.n,room.v,squat.v,board.v,dweller.n,shack up.v,lodge.v,sleep over.v,inhabit.v,stay.n,camper.n,bivouac.n,occupy.v,live.v
Being_located	26	revisit.v,visitor.n,call.n,whereabouts.n,twenty.n,guest.v,overnight.v,located.a,room.v,stay over.v,present.a,situated.a,visit.v,stay.v,quarter.v,visit.n,board.v,lie.v,sit.v,find.v,lodge.v,sleep over.v,absence.n,presence.n,stay.n,stand.v
Remainder	4	left.a,remains.n,remnant.n,remain.v
Information	11	scoop.n,intelligence.n,data.n,straight dope.n,intel.n,dirt.n,skinny.n,details.n,dope.n,info.n,information.n
Setting_out	3	set off.v,set out.v,decamp.v
Expressing_publicly	8	give voice.v,express.v,vent.v,air.v,articulate.v,expression.n,put into words.v,voice.v
Visiting_scenario_departing	0	
Dough_rising	2	prove.v,rise.v
Required_event	13	need.v,had better.v,oughta.v,shall.v,got to.v,ought to.v,better.v,best.v,gotta.v,hafta.v,be supposed (to).v,have to.v,must.v
Behind_the_scenes	12	direct.v,shoot.v,stage.v,compose.v,produce.v,film-maker.n,producer.n,film.v,cast.v,soundtrack.n,score.n,director.n
Suasion	6	convince.v,incite.v,motivate.v,persuade.v,dissuade.v,sway.v
Locating	2	locate.v,find.v
Political_locales	50	local.a,see.n,federal.a,territorial.a,kingdom.n,fiefdom.n,state [sovereign].n,realm.n,international.a,locality.n,district.n,capital.n,home.n,parish.n,municipal.a,homeland.n,global.a,national.a,barony.n,diocese.n,territory.n,duchy.n,nation.n,village.n,city-state.n,multinational.a,metropolis.n,provincial.a,county.n,jurisdiction.n,principality.n,megalopolis.n,township.n,borough.n,empire.n,foreign.a,city.n,domestic.a,world.n,town.n,state [internal].n,municipality.n,county seat.n,country.n,land.n,province.n,viscountcy.n,international.a,internationally.adv,commonwealth.n
Publishing	6	publish.v,publication.n,release [event].n,put out.v,release.v,appear.v
Connectors	26	string.n,rope.n,ribbon.n,tie.n,thread.n,cord.n,tape.n,bolt.n,peg.n,chain.n,withy.n,glue.n,bond.n,shoelace.n,adhesive.n,connector.n,tack.n,lace.n,nut.n,staple.n,wire.n,strap.n,trace.n,screw.n,nail.n,link.n
Spatial_contact	11	touching.a,atop.prep,contact.v,upon.prep,against.prep,on.prep,touch.v,tangent.a,off.prep,contact.n,on top (of).prep
Attending	3	go (to).v,attendance.n,attend.v
Renunciation	2	renunciation.n,renounce.v
People_by_origin	25	Mexican.n,Frenchy.n,Frenchman.n,Denverite.n,Persian.n,italian.n,Frenchwoman.n,german.n,English.n,Brit.n,New Yorker.n,Irish.n,Greek.n,Kraut.n,ottoman.n,englishwoman.n,American [N and S Am].n,Californian.n,American.n,Dubliner.n,Indian [American].n,Iranian.n,foreigner.n,Turk.n,Chicagoan.n
Process_resume	5	renew.v,resume.v,resume.v,restart.v,restart.v
Information_display	3	monitor.n,board [white/black/chalk].n,board [forum].n
Fame	16	renown.n,legendary.a,big name.n,epic.a,renowned.a,notorious.a,name.n,make a name for oneself.v,known.a,famous.a,well known.a,stature.n,infamous.a,notoriety.n,fame.n,reputation.n
Spatial_co-location	6	here.adv,there.adv,at.prep,where [interrog].adv,where [relativizer].adv,home.adv
